Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maine CD-1,Maine CD-2,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nebraska CD-1,Nebraska CD-2,Nebraska CD-3,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
1.0,-0.20659465671608201,-0.3162200847987024,0.9329135820296776,-0.6860145333437438,-0.48132082781471486,-0.514181903426762,-0.11672386638852199,-0.41975505267287594,0.1379096522989132,0.6604275229757189,-0.3939870562164432,0.08232836610689806,-0.5665452494493989,0.7007850266259047,0.3216747187211844,0.32332716177142334,0.8172780180154603,0.547802969892426,-0.34335478071043213,-0.47506795604943924,-0.02316000218390646,-0.21431049061470428,-0.8082845310754122,0.12282724309938237,-0.4385080568323682,0.9130529395468878,0.8351301162105798,0.13063722805861613,0.30963258912086455,0.03608771141108781,-0.523852961877476,0.5872106713639619,-0.22889152197190482,-0.3560290453617883,-0.5003879654779512,-0.34657942145515763,-0.39036264008011223,0.7613244321367727,0.4087131740389954,0.5764355898927964,0.36706470822121595,-0.8217800040695411,0.0627351754502047,-0.6750996165026496,0.9459984960189822,0.37002084582677,0.9417640104884586,-0.14860764497076479,-0.32533835900572405,-0.6006390369671116,0.06714510418509341,-0.8750760740375374,0.7183502788146436,-0.2533810679354569,0.3011506833771493
-0.20659465671608201,1.0,0.27176362242589297,-0.12157774180371797,-0.025079357193812518,-0.23718207327464444,-0.3914466092250702,-0.3888131496345964,-0.19757401215512932,-0.4308898989053381,-0.2823409264946814,0.13779730711710997,0.30617033276968325,-0.3285317957784741,-0.08842852524725377,-0.12767568056014095,0.10082415304113894,-0.18445945206044081,0.06969822714753078,-0.14006151910400136,-0.232067094207519,-0.062927569732228,-0.2997339080085831,-0.17837860173890102,-0.3517234093818404,-0.0992744307540843,-0.19619638200622108,-0.274320097498625,0.5173013073151869,0.15773800973867616,0.1698464485680559,0.04817773023994341,0.101608380036051,-0.06291416939341977,-0.22186308979947447,-0.3187417714425266,0.41013003146409455,-0.23176219666578113,-0.3422893753392978,0.5099349571163381,-0.2965941719907373,0.7056818547707845,0.020124216336876187,-0.6565889534703592,-0.27440946533852484,-0.3565323906695732,0.6422953596928792,-0.24208659880838923,0.06442797647480897,0.403212894068386,-0.18614464788568727,-0.4405668192006615,0.1516195783464591,-0.16308946254864873,-0.16332823712048608,0.28800574288782926
-0.3162200847987024,0.27176362242589297,1.0,-0.19888933839373052,0.6219972854129376,0.3873200998347219,0.2346353698099939,-0.010343630220915834,0.012559290008230944,0.5580315296710198,-0.13196218632118198,0.09190250819204118,-0.09242587407222949,0.2949180011475495,-0.4118736942985879,-0.5085913639671802,-0.1369029784298524,-0.34498362384206227,-0.2792757556696854,-0.3563273169935962,-0.3733686417785868,-0.3617955027515855,0.015292979294858497,0.03246271215718593,-0.6490966586705047,-0.4930156291821404,-0.29302258673913445,-0.3969399523755535,-0.26952579136389515,-0.1416405080299777,-0.14733080181918834,0.03299219082956131,-0.12560538300035332,0.7978675536178528,-0.43751536328426793,0.4195545579354355,0.9508959536344743,0.22419408275760286,-0.14347826901487437,-0.1691335620005573,-0.7875312919947551,0.13761037714113344,0.004559153809009667,-0.6092376670973394,0.3182217758822281,-0.3233346525322714,-0.06821142397321386,-0.31805686011923484,0.668388156717497,0.0692436959614617,-0.28187231432197873,-0.0750012899987046,0.09507704881380699,-0.3247386804586861,-0.3676891701098646,-0.16715832726261148
0.9329135820296776,-0.12157774180371797,-0.19888933839373052,1.0,-0.7007762446997453,-0.44116806882630055,-0.6432518713902142,-0.3700088282672536,-0.6137958031003597,0.07451188985692365,0.4277475662202912,-0.35620152367897584,0.26067026540505034,-0.7074611118386224,0.8199423433159314,0.5161527767276166,0.4844765416000902,0.930476969790857,0.3777533643917701,-0.3420164728873768,-0.5208552566720218,0.04090233825942445,-0.48442063928758344,-0.9176291097634454,-0.036890722694557544,-0.46332788036137335,0.7521320908205095,0.8818628528213688,0.2579238231406763,0.48691715586762274,0.20922225893989937,-0.5767338646163827,0.7536891656416959,-0.17939400296552688,-0.34756542442043153,-0.6279141821994298,-0.2694384816038853,-0.45359838963889476,0.586929490939628,0.5716054392915687,0.5502580452114706,0.48565675021666227,-0.776508031045795,-0.022846753405619875,-0.7041067047569697,0.8195431404087461,0.5209030582185782,0.9674009781562151,-0.11277054526913376,-0.18669908802096147,-0.6547395313024994,-0.1737942447867325,-0.8720818285050951,0.8375684213969078,-0.18219659138843777,0.45408456309608813
-0.6860145333437438,-0.025079357193812518,0.6219972854129376,-0.7007762446997453,1.0,0.5799550983683524,0.4977533458784235,0.2728988483887321,0.5582681137581823,0.33020930962830797,-0.1015346079841549,0.4050275426290367,-0.291110532563937,0.8084594137740015,-0.6890027501260674,-0.667010946869099,-0.42220616120635235,-0.8093763787438656,-0.23455203378338146,-0.21031537254671112,-0.03256629674409955,-0.45726734522589374,0.4689755752344377,0.6106533190825406,-0.35889723603247387,-0.13930646399043808,-0.49518778751763076,-0.8473732099761321,-0.49992271888523815,-0.4655215994878505,-0.3018474239834609,0.4114383530337251,-0.6315632430269622,0.7360081893207205,-0.22303908780315898,0.6959501308253148,0.6169977072125726,0.5357438923250463,-0.31051747583622735,-0.6427173290955513,-0.7907922646568626,-0.36041379757630815,0.5338764150564675,-0.27551468295809123,0.5503012923818906,-0.5838262490046372,-0.6087097362090274,-0.7354282969616303,0.6766702114804619,0.1371128623743753,0.1362456138108454,0.16133773825747832,0.7124892896168681,-0.8242138863137675,-0.31336972987618694,-0.5049014900898817
-0.48132082781471486,-0.23718207327464444,0.3873200998347219,-0.44116806882630055,0.5799550983683524,1.0,0.5800856615295708,0.07856944558876326,0.5827638517403472,0.0989513486832382,-0.045108180318027546,0.07385300317008966,-0.37730542026039315,0.5539163130292889,-0.4433529861345511,-0.3062561138789823,-0.06818013877869637,-0.3678547134626526,-0.6818532102557707,-0.2514563331364208,0.0781849660020931,-0.5593300656101949,0.4078863235417109,0.5812602055793278,-0.46023972742944025,0.3080416982530164,-0.5131844619925416,-0.318639310842007,-0.383509733180661,-0.19608717869974804,0.015134987483689756,0.5645360509356803,-0.503769165773053,0.22102884317457924,-0.05733906366021621,0.5684111590596609,0.3493533156505499,0.3299890828904101,-0.062177003319242016,-0.4037410057159137,-0.6603360068090272,-0.4266463563576092,0.30883553825157944,-0.1625895447963207,0.4708728620236841,-0.3511376474888859,-0.4041186548932343,-0.3277019793233536,0.34045139706973215,0.08741152584790758,0.22862595623602275,0.47223639885636437,0.47604350963415076,-0.5233728097390368,-0.2684770938328203,-0.4956735928735944
-0.514181903426762,-0.3914466092250702,0.2346353698099939,-0.6432518713902142,0.4977533458784235,0.5800856615295708,1.0,0.7774811069100787,0.6733784920412242,0.4760035564220145,0.004754932230954255,0.21251640250060963,-0.7486732360029053,0.774200109724473,-0.8159287847960094,-0.5538393774233299,-0.671414211509116,-0.6140348506158821,-0.5201931687897392,0.3106977333403615,0.5331831174549092,-0.08568807824298759,0.7550675332378679,0.8159023521665444,0.19640454510924055,0.39687891498974986,-0.351918521934122,-0.3960360827644157,-0.6712577186594207,-0.7249575394522568,-0.5301742793244235,0.3100316343758905,-0.7961686933720916,0.2603288313952978,0.32045060107272944,0.8601804694416362,0.25336086292312576,0.4513759434865978,0.04449212067902792,-0.8511435377015643,-0.44591850571987346,-0.8348770816793365,0.34570512124925334,0.26038941770768936,0.8874062633492061,-0.25452420864821607,-0.7570206020039013,-0.5538042608328558,-0.06376026683987708,-0.39350854047118394,0.6283821544784607,0.7022462545471676,0.39288877280388357,-0.556751931939693,0.1796518276873713,-0.7929375607236379
-0.11672386638852199,-0.3888131496345964,-0.010343630220915834,-0.3700088282672536,0.2728988483887321,0.07856944558876326,0.7774811069100787,1.0,0.5964208604362812,0.529286674040208,0.39849356205693204,0.1963903601570199,-0.8262514255886835,0.6713738871047809,-0.6448724374992859,-0.5567018930784746,-0.8513792270516041,-0.4720534443078275,0.001832154485291033,0.2860341300027349,0.4103836140149275,0.007177434415368585,0.8498591956484947,0.5393398531199873,0.5622886999051153,0.17549123429031827,0.1897356474874193,-0.2314989229216945,-0.684558764253903,-0.8598600022199044,-0.7832761226164697,0.011903058600294765,-0.7369226787714706,0.23436305431250218,0.167630455659653,0.6600392483723216,0.07441785935431523,0.3440060098854058,0.39717305890276144,-0.8442765564762422,-0.10811118710597098,-0.7425389335130165,0.09860742549092041,0.3604422102604266,0.6571857865686046,0.15771117976678325,-0.7184018402706729,-0.32203379331052984,-0.18816802620623801,-0.6238959828235501,0.47497934619821275,0.7159675062456465,0.1359103890543937,-0.41162650921063076,0.16410735795691747,-0.8029079550025319
-0.41975505267287594,-0.19757401215512932,0.012559290008230944,-0.6137958031003597,0.5582681137581823,0.5827638517403472,0.6733784920412242,0.5964208604362812,1.0,0.04426686345080736,0.3099900992162859,0.2595738688383581,-0.7399353479238838,0.8599818750459144,-0.7100037743861801,-0.6368754722523109,-0.6344623664340525,-0.6514194365921272,-0.2438522120921431,-0.16922403237234396,0.16893537829036467,-0.5670070507640641,0.897203363303574,0.7856882525205661,0.05895446124199121,0.3805405415181754,-0.16553770304982462,-0.4616854031208502,-0.6302963025003164,-0.6689270753024156,-0.4022473443639626,0.5771955116634431,-0.91463584893265,0.1637124343622918,-0.11808371569377608,0.7621379343460153,0.07709473137941084,0.6622198220633416,0.13391801630901512,-0.684348956061328,-0.46233482931094666,-0.640677308959454,0.25804866343329225,0.09636800110992687,0.5809452889908614,-0.2032908948309452,-0.6524791150344735,-0.5016283308241531,0.047521958022091866,-0.11717452881001737,0.35311961487464394,0.7662519472067406,0.5410222636578443,-0.7948650580799486,-0.2142054290239895,-0.8532478771465226
0.1379096522989132,-0.4308898989053381,0.5580315296710198,0.07451188985692365,0.33020930962830797,0.0989513486832382,0.4760035564220145,0.529286674040208,0.04426686345080736,1.0,0.2769065742219892,0.03540451703479874,-0.43941762699052306,0.3725848605659477,-0.3328337926051509,-0.47035425332605924,-0.418917815586045,-0.09968625785622767,-0.03249173177473428,-0.06623105151988061,-0.11107877985993557,-0.05606596354435493,0.30975908453051526,-0.0060317899472529845,-0.055692805179580106,-0.5366050340241049,0.21767934973433334,-0.01758273553345473,-0.5905655109713516,-0.445463652733712,-0.5811888942652484,-0.3677518822108955,-0.13498186478062524,0.693751225758879,-0.18024956392356964,0.5422534630768683,0.48315843860231056,0.26412540528389217,0.36258933710516383,-0.5630969647345325,-0.29441307008467693,-0.3420745547768497,-0.2175257007321671,0.05327177189660658,0.38682332067330316,0.27777588234749556,-0.47138784424099645,0.02852324428891961,0.3027202177394257,-0.5602193509310742,-0.1295153790932485,0.32438305879710533,-0.2930321622545734,0.0036357299575561735,-0.16868788925688155,-0.3656775830128731
