GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1998:Q1,1998:Q2,1998:Q3,1998:Q4,1999:Q1,1999:Q2,1999:Q3,1999:Q4,2000:Q1,2000:Q2,2000:Q3,2000:Q4,2001:Q1,2001:Q2,2001:Q3,2001:Q4,2002:Q1,2002:Q2,2002:Q3,2002:Q4,2003:Q1,2003:Q2,2003:Q3,2003:Q4,2004:Q1,2004:Q2,2004:Q3,2004:Q4,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1,2023:Q2,2023:Q3,2023:Q4,2024:Q1
 "38000","North Dakota",4,SQINC6N,1,"...","Compensation of employees (thousands of dollars, seasonally adjusted) ","Thousands of dollars",9223320,9265116,9322448,9394564,9464404,9636216,9680392,9928776,10187340,10127660,10323604,10259164,10609892,10765276,10856180,10971180,11009064,11193452,11299460,11456152,11588472,11695360,11987812,12117008,12397332,12631600,12789512,12958564,13096856,13264196,13411420,13658744,13940464,14271952,14260304,14601684,14840996,15091948,15303816,15739712,16072772,16272932,16629696,16848028,16605428,16789532,17124372,17214664,17593000,18158104,18502952,18943676,19836060,20355148,21228388,22123776,23404508,24386624,24575988,25080764,25414316,26050120,26628668,27065772,27988448,28827488,29516720,30157628,29960792,28717124,28163996,27606424,26996344,26622812,26865324,26935496,27143960,27684636,27572140,27849900,28248956,28624280,29074872,29244764,29743100,29928240,29926824,30180684,30449032,28201220,28487304,28870924,29298040,29565340,30050800,30672736,31415740,31734752,32805792,33156976,34109722,34470435,35103355,35678421,36109619
 "38000","North Dakota",4,SQINC6N,5,"..."," Wages and salaries ","Thousands of dollars",7562252,7599692,7654264,7727568,7799576,7944840,7968040,8161612,8357732,8281684,8432860,8366116,8642708,8758668,8819608,8908888,8940672,9082384,9154928,9259348,9344616,9429144,9669608,9788704,10006692,10215592,10359076,10490688,10584252,10716708,10836236,11023344,11254800,11509636,11490912,11779276,12010420,12219708,12392304,12773200,13076084,13243272,13534532,13689948,13381424,13504540,13760324,13842940,14113436,14621244,14924448,15306464,16025688,16483532,17275676,18078272,19297868,20197440,20381792,20824900,21042592,21518132,21944196,22279860,23057180,23749080,24311996,24853156,24671984,23573680,23044648,22498056,21886908,21508788,21664172,21683348,21847140,22281752,22181120,22406880,22750480,23063588,23473024,23664900,24172604,24356448,24359552,24553876,24738724,22743640,22956484,23313952,23679956,23992412,24471964,25040460,25652128,25909780,26847620,27110932,27932747,28247908,28794731,29252574,29599440
 "38000","North Dakota",4,SQINC6N,6,"..."," Supplements to wages and salaries ","Thousands of dollars",1661068,1665424,1668184,1666996,1664828,1691376,1712352,1767164,1829608,1845976,1890744,1893048,1967184,2006608,2036572,2062292,2068392,2111068,2144532,2196804,2243856,2266216,2318204,2328304,2390640,2416008,2430436,2467876,2512604,2547488,2575184,2635400,2685664,2762316,2769392,2822408,2830576,2872240,2911512,2966512,2996688,3029660,3095164,3158080,3224004,3284992,3364048,3371724,3479564,3536860,3578504,3637212,3810372,3871616,3952712,4045504,4106640,4189184,4194196,4255864,4371724,4531988,4684472,4785912,4931268,5078408,5204724,5304472,5288808,5143444,5119348,5108368,5109436,5114024,5201152,5252148,5296820,5402884,5391020,5443020,5498476,5560692,5601848,5579864,5570496,5571792,5567272,5626808,5710308,5457580,5530820,5556972,5618084,5572928,5578836,5632276,5763612,5824972,5958172,6046044,6176975,6222527,6308624,6425847,6510179
 "38000","North Dakota",4,SQINC6N,7,"...","  Employer contributions for employee pension and insurance funds 2/","Thousands of dollars",897772,901996,904788,905964,904448,922764,939868,973248,1007808,1030404,1066960,1087716,1156424,1200696,1232380,1249756,1242664,1271840,1298736,1342528,1373708,1389748,1423496,1430696,1470404,1483636,1492608,1524136,1559252,1588292,1611116,1662096,1702564,1766448,1786408,1826536,1832700,1873376,1911768,1950724,1978008,1998584,2022028,2038292,2071356,2089452,2141136,2172560,2286200,2338732,2371288,2386544,2420452,2428508,2451116,2521636,2558404,2629256,2648740,2666888,2733984,2820784,2909396,2964284,3040812,3125900,3195420,3240680,3242336,3168944,3176360,3202092,3263604,3290156,3345536,3372160,3369020,3421660,3426532,3486556,3583176,3667212,3712016,3704128,3678456,3671308,3665828,3693784,3744076,3575588,3646776,3684124,3734944,3686980,3669308,3678156,3752632,3789468,3849024,3915972,3970711,3992280,4043893,4125368,4171443
 "38000","North Dakota",4,SQINC6N,8,"...","  Employer contributions for government social insurance ","Thousands of dollars",763296,763428,763396,761032,760380,768612,772484,793916,821800,815572,823784,805332,810760,805912,804192,812536,825728,839228,845796,854276,870148,876468,894708,897608,920236,932372,937828,943740,953352,959196,964068,973304,983100,995868,982984,995872,997876,998864,999744,1015788,1018680,1031076,1073136,1119788,1152648,1195540,1222912,1199164,1193364,1198128,1207216,1250668,1389920,1443108,1501596,1523868,1548236,1559928,1545456,1588976,1637740,1711204,1775076,1821628,1890456,1952508,2009304,2063792,2046472,1974500,1942988,1906276,1845832,1823868,1855616,1879988,1927800,1981224,1964488,1956464,1915300,1893480,1889832,1875736,1892040,1900484,1901444,1933024,1966232,1881992,1884044,1872848,1883140,1885948,1909528,1954120,2010980,2035504,2109148,2130072,2206264,2230247,2264731,2300479,2338736
 "38000","North Dakota",4,SQINC6N,81,"111-112"," Farm compensation ","Thousands of dollars",133288,138796,140612,139136,133924,129272,127800,129488,134768,140516,146512,152120,158764,161088,162732,163688,150412,149576,148136,145984,116740,116024,116828,119192,164048,168088,170884,172472,168644,167804,165832,162704,157692,157116,159904,166176,224944,233972,239380,240952,261200,259472,258396,258048,193704,193636,193436,192932,201132,198512,194280,188476,209964,208512,214048,226616,293840,310796,322116,327936,302648,304196,307064,311500,353528,357120,357764,355508,221140,218252,216072,214708,215996,216296,217808,220744,253680,255988,255868,253224,231100,226584,222352,218676,273104,273452,278468,288188,282420,291976,294908,292144,263660,259552,259052,262284,299596,307720,315992,324912,329725,332936,334200,341694,351240
 "38000","North Dakota",4,SQINC6N,82,"..."," Nonfarm compensation ","Thousands of dollars",9090032,9126320,9181836,9255428,9330480,9506944,9552592,9799288,10052572,9987144,10177092,10107044,10451128,10604188,10693448,10807492,10858652,11043876,11151324,11310168,11471732,11579336,11870984,11997816,12233284,12463512,12618628,12786092,12928212,13096392,13245588,13496040,13782772,14114836,14100400,14435508,14616052,14857976,15064436,15498760,15811572,16013460,16371300,16589980,16411724,16595896,16930936,17021732,17391868,17959592,18308672,18755200,19626096,20146636,21014340,21897160,23110668,24075828,24253872,24752828,25111668,25745924,26321604,26754272,27634920,28470368,29158956,29802120,29739652,28498872,27947924,27391716,26780348,26406516,26647516,26714752,26890280,27428648,27316272,27596676,28017856,28397696,28852520,29026088,29469996,29654788,29648356,29892496,30166612,27909244,28192396,28578780,29034380,29305788,29791748,30410452,31116144,31427032,32489800,32832064,33779997,34137499,34769155,35336727,35758379
 "38000","North Dakota",4,SQINC6N,90,"113-814","  Private nonfarm compensation ","Thousands of dollars",6857844,6900116,6945644,7005660,7068348,7219868,7238908,7444664,7648340,7568012,7762884,7676232,7931704,8031188,8047252,8115092,8138120,8247484,8280568,8388556,8503676,8551800,8790568,8900048,9052840,9261452,9427816,9547340,9591196,9765860,9938012,10098084,10361488,10646100,10596304,10890776,11075588,11268080,11416240,11808208,12091456,12251360,12575876,12725096,12471280,12550656,12830556,12899400,13072984,13625172,13925580,14400468,15160868,15684228,16591176,17394116,18615500,19527200,19691516,20146704,20446096,21006624,21538520,21917112,22733208,23509912,24110312,24694984,24526604,23258992,22642124,22077280,21303852,20942868,21170180,21143560,21313916,21878184,21762156,21998708,22412840,22724416,23138952,23344640,23778832,23913260,23835392,23996532,24108292,21972344,22082168,22446968,22812228,23119720,23601268,24240816,24835936,25126108,26154784,26382648,27334305,27571279,28106014,28489978,28793844
 "38000","North Dakota",4,SQINC6N,100,"113-115","   Forestry, fishing, and related activities ","Thousands of dollars",30956,31992,31660,31924,32000,33684,32844,32780,37416,35352,42720,56396,31392,31024,29872,31716,32344,29284,31988,30652,30088,31668,33832,34096,37720,38232,37964,39508,38620,40704,37940,41288,46296,41736,41380,40068,40136,43280,45384,45916,46784,51280,53248,54216,56836,63156,65444,68320,65048,65896,71992,69112,71324,70904,75976,80352,81900,83640,81736,87700,81580,85800,88000,90196,88428,93108,93624,95404,97936,92516,100140,100220,105816,105956,102708,104720,111932,105220,107052,107876,111120,108216,110524,111712,114220,116652,117028,116636,126368,131284,143872,130164,127372,123496,136492,131384,127980,125688,132068,150476,134495,134312,141298,146282,130492
 "38000","North Dakota",4,SQINC6N,200,"21","   Mining, quarrying, and oil and gas extraction ","Thousands of dollars",178136,177080,174736,162528,169364,161996,159792,169788,169388,177772,179488,186612,203956,207080,208788,209144,172620,185272,185120,191724,186896,200712,201936,209052,212080,218608,227232,233884,240036,258068,286748,298196,323988,342544,366608,374316,384416,396836,402488,438296,482416,542712,608992,692776,621632,548128,561872,615636,718676,883556,1047948,1199908,1333856,1519368,1747456,2035216,2349288,2732380,2723616,2625408,2712532,2816124,2892264,2973092,3162432,3428704,3541020,3703968,3248560,2723296,2423308,2207092,1849052,1620880,1653320,1713804,1923328,2115316,2252904,2332388,2447552,2575928,2671068,2683124,2747312,2674320,2658204,2583240,2602584,1779088,1468456,1596544,1545628,1645504,1742900,1852044,1933652,2128344,2409840,2494572,2557226,2672909,2685005,2735887,2745199
